"Eintrag";"Quelle";"Seite";"Amt";"Hofherr";"Laufnr";"Name";"Dienstbeginn";"Abraitung";"Erstaufnahme";"Quellenkommentar";"Bearbeiterkommentar";"Anmerkung";"Sort";"F41"
"3923";"SR 182.39";"38v";"H1";"M2";"21";"Wilhalbm von Gramonnt";;;"mh";;;;"1559";"16475"
"3924";"SR 182.39";"38v";"H1";"M2";"22";"Segger";;;"mh";;;"gestrichen";"1559";NULL
"3925";"SR 182.39";"38v";"H1";"M2";"23";"Freidenreich";;;"mh";;;"gestrichen";"1559";NULL
"3926";"SR 182.39";"38v";"H1";"M2";"24";"Leopoldt Khainacher";;;"mh";"Vorname nachgetragen";;"gestrichen";"1559";"19370"
"3927";"SR 182.39";"38v";"H1";"M2";"25";"Hans Wilhelm von Prosperger";;;"mh";"Vornamen nachgetragen";;;"1559";NULL
"3928";"SR 182.39";"38v";"H1";"M2";"26";"Wenedikht von Hoppenand";;;"mh";;;"nachgetragen";"1559";NULL
"3929";"SR 182.39";"38v";"H1";"M2";"27";"Ruschell";;;"mh";;;"nachgetragen";"1559";"16498"
"3930";"SR 182.39";"38v";"H1";"M2";"28";"Zdislaw Khinzckhi";;;"mh";;;"nachgetragen, vorher Edelknabe";"1559";"11852"
"3931";"SR 182.39";"38v";"H1";"M2";"29";"Henrich Donatt";;;"mh";;;"nachgetragen, vorher Edelknabe";"1559";"17585"
"3932";"SR 182.39";"38v";"H1";"M2";"30";"Tomas Haill";;;"mh";;;"nachgetragen, vorher Edelknabe";"1559";NULL
"3933";"SR 182.39";"38v";"H1";"M2";"31";"Paul Prartt";;;"mh";;;"nachgetragen, vorher Edelknabe";"1559";NULL
"3934";"SR 182.39";"39r";"H1";"M2";"32";"Fridrich von Sinnssendorff";;;"mh";"Vorname nachgetragen";;;"1559";"17140"
"3935";"SR 182.39";"39r";"H1";"M2";"33";"Albrecht von Wyss";;;"mh";;;;"1559";NULL
"3936";"SR 182.39";"39r";"H1";"M2";"34";"Joseph Statler";;;"mh";"Vorname nachgetragen";;;"1559";NULL
"3937";"SR 182.39";"39r";"H1";"M2";"35";"Kh";;;"mh";;;"gestrichen";"1559";NULL
"3938";"SR 182.39";"39r";"H1";"M2";"36";"Francisch Nar Hof";;;"mh";;;"gestrichen";"1559";NULL
"3939";"SR 182.39";"39r";"H0";"M2";"1";"Piero Graff von Arch";;;"mh";"Vorname nachgetragen";;;"1559";"13404"
"3940";"SR 182.39";"39r";"H0";"M2";"2";"Anndree von Puechhaimb";;;"mh";;;;"1559";"11818"
"3941";"SR 182.39";"39r";"H0";"M2";"3";"Wolfgang von Stubenwerg";;;"mh";"Vorname nachgetragen";;;"1559";"13211"
"3942";"SR 182.39";"39r";"H0";"M2";"4";"Georg von Herberstein";;;"mh";"Vorname nachgetragen";;;"1559";"12661"
"3943";"SR 182.39";"39r";"H0";"M2";"5";"von Messerisch";;;"mh";;;;"1559";NULL
"3944";"SR 182.39";"39r";"H0";"M2";"6";"Hartm Scheinischuschizkhi";;;"mh";"Vorname nachgetragen";;;"1559";NULL
"3945";"SR 182.39";"39r";"H0";"M2";"7";"Ulrich Strein";;;"mh";"Vorname nachgetragen";;;"1559~";"17866"
"3946";"SR 182.39";"39v";"H0";"M2";"8";"Waggusch";;;"mh";;;;"1559";NULL
"3947";"SR 182.39";"39v";"H0";"M2";"9";"Bernhardt Watsch";;;"mh";"Vorname nachgetragen";;;"1559";NULL
"3948";"SR 182.39";"39v";"H0";"M2";"10";"von Lanndaw";;;"mh";;;;"1559";"17871"
"3949";"SR 182.39";"39v";"H0";"M2";"11";"Hanns Proskhoskhi";;;"mh";;;;"1559";"17848"
"3950";"SR 182.39";"39v";"H0";"M2";"12";"von Frunsperg";;;"mh";;;;"1559";"15785"
"3951";"SR 182.39";"39v";"H0";"M2";"13";"Franz Firmin";;;"mh";"Vorname nachgetragen";;;"1559";"17232"
"3952";"SR 182.39";"39v";"H0";"M2";"14";"Castellampffy";;;"mh";;;;"1559";"12614"
"3953";"SR 182.39";"39v";"H0";"M2";"15";"Rederer";;;"mh";;;;"1559";"17312"
"3954";"SR 182.39";"39v";"H0";"M2";"16";"Graf von Plagay";;;"mh";;;"nachgetragen";"1559";"15791"
"3955";"SR 182.39";"43r";"HarHM";"M2";"1";"Maximilian Freyherr zue Polhaimb";;;"mh";;;;"1559";NULL
"3956";"SR 182.39";"45r";"TraHM";"M2";"1";"Marcus Annthonnyus Spindelle";;;"mh";;;;"1559";"13853"
"4001";"SR 183.50";"4r";"GR";"M2";"1";"Hanns Trautson Freyherr zu Sprechenstain und Schrofenstain";;;"mh";;;"gestrichen";"1576a";"12205"
"4002";"SR 183.50";"4r";"OHM";"M2";"1";"Hanns Trautson Freyherr zu Sprechenstain und Schrofenstain";;;"mh";;;"gestrichen";"1576a";"12205"
"4003";"SR 183.50";"4r";"OHM";"R2";"2";"Adam von Dietrichstain Freyherr zu Hollenburg Finkhenstain und Talberg";;;"mh";;;;"1576b";"10264"
"4004";"SR 183.50";"4r";"GR";"M2";"2";"Johann Babtista Weber zu Pysenberg der Rechten Doctor";;;"mh";;;"gestrichen";"1576a";"14027"
"4006";"SR 183.50";"4r";"GR";"R2";"3";"Hans Trautson Freiherr zu Sprechenstain und Schrovenstain";;;"mh";;;"nachgetragen";"1576b";"12205"
"4007";"SR 183.50";"4r";"GR";"R2";"4";"Wradislaus Herr zu Bernstain";;;"mh";;;"nachgetragen, Oberstkanzler von Böhmen";"1576b";"12313"
"4008";"SR 183.50";"4r";"GR";"R2";"5";"Ruedolf Thuen von Belasi Freiherr";;;"mh";;;"nachgetragen";"1576b";"10087"
"4009";"SR 183.50";"4r";"GR";"R2";"6";"Johan Baptista Weber zum Pisenperg";;;"mh";;;"nachgetragen";"1576b";"14027"
"4010";"SR 183.50";"4r";"GR";"R2";"7";"Sigmundt Vieheuser der Rechten Doctor";;;"mh";;;;"1576b";"14025"
"4011";"SR 183.50";"4r";"RHR";"R2";"0";"Sigmundt Vieheuser der Rechten Doctor";;;"mh";;;"nachgetragen";"1576b";"14025"
"4012";"SR 183.50";"4v";"GR";"R2";"8";"Georg Teufel Freyherr zu Gunderßdorf";;;"mh";;;"Sterbevermerk";"1576b";"13052"
"4013";"SR 183.50";"4v";"HKrR";"R2";"2";"Georg Teufel Freyherr zu Gunderßdorf";;;"mh";;;"Sterbevermerk";"1576b";"13052"
"4014";"SR 183.50";"5r";"OHMar";"R2";"1";"Weikhart Freyherr zu Auersperg";;;"mh";;;;"1576b";"12876"
"4015";"SR 183.50";"5r";"HKrR";"R2";"3";"Weikhart Freyherr zu Auersperg";;;"mh";;;;"1576b";"12876"
"4016";"SR 183.50";"5r";"OHMar";"R2";"1";"Ott Hainrich Graf zu Schwarzenberg";"1576";;"mh";;;"nachgetragen";"1576b";"12816"
"4017";"SR 183.50";"5r";"RHP";"R2";"1";"Phillips Freyherr zu Winnenberg unnd Beylstain";;;"mh";;;;"1576b";"14160"
"4018";"SR 183.50";"5r";"RHR";"R2";"2";"Ott Hainrich Graf zu Schwarzenberg";"1576";;"mh";;;"nachgetragen";"1576b";"12816"
"4019";"SR 183.50";"5r";"RHR";"R2";"3";"Julius Graf zu Sallm";;;"mh";;;"Dienstvermerk ohne Besoldung";"1576b";"10876"
"4020";"SR 183.50";"5v";"RHR";"R2";"4";"Gabriel Streyn Herr zu Schwarzenaw";;;"mh";;;"Abschiedsvermerk";"1576b";"11352"
"4021";"SR 183.50";"5v";"RHR";"R2";"5";"Seyfridt Preynner Freyherr";;;"mh";;;;"1576b";"10445"
"4022";"SR 183.50";"5v";"RHR";"R2";"6";"Gebhardt Welzer";;;"mh";;;"gestrichen";"1576b";"13051"
"4023";"SR 183.50";"5v";"RHR";"R2";"7";"Julius Graf zu Sallm";;;"mh";;;"Dienstvermerk ohne Besoldung gestrichen";"1576b";"10876"
"4024";"SR 183.50";"5v";"RHR";"R2";"8";"Paull Sixt Trautson Freyherr";"1576-12-01";;"mh";;;"nachgetragen";"1576b";"10150"
"4025";"SR 183.50";"5v";"RHR";"R2";"9";"Hannß von Heissenstein";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"11150"
"4026";"SR 183.50";"5v";"RHR";"R2";"10";"Gebhartt Welzer";;;"mh";;;"nachgetragen";"1576b";"13051"
"4027";"SR 183.50";"5v";"RHR";"R2";"11";"Wolf von Wirsperg";;;"mh";;;"nachgetragen";"1576b";"13129"
"4028";"SR 183.50";"5v";"RHR";"R2";"12";"Hans Freiherr zu Welsperg";"1576-12-02";;"mh";;;"nachgetragen";"1576b";"11203"
"4029";"SR 183.50";"6r";"RHR";"R2";"13";"Anndreas Gayll der Rechten Doctor";;;"mh";;;;"1576b";"13299"
"4030";"SR 183.50";"6r";"RHR";"R2";"14";"Christoph Phillips Zott von Pernegg";;;"mh";;;"Sterbevermerk";"1576b";"14165"
"4031";"SR 183.50";"6r";"RHR";"R2";"16";"Rueprecht von Stozingen";;;"mh";;;;"1576b";"13263"
"4032";"SR 183.50";"6r";"RHR";"R2";"17";"Carl von Schwendi";;;"mh";;;;"1576b";"13706"
"4033";"SR 183.50";"6r";"RHR";"R2";"18";"Johan von Sinzendorf zu Gogkhisth und Feuregg";;;"mh";;;"nachgetragen und wieder gestrichen, abweichender Vorname als Irrtum des Schreibers anzusehen";"1576b";"11701"
"4034";"SR 183.50";"6r";"RHR";"R2";"19";"Georg Edder der Rechten Doctor";;;"mh";;;;"1576b";"11016"
"4035";"SR 183.50";"6v";"RHR";"R2";"20";"Thimotheus Jung der Rechten Doctor";;;"mh";;;;"1576b";"11648"
"4036";"SR 183.50";"6v";"RHR";"R2";"21";"Johann Hegenmüller Doctor";;;"mh";;;;"1576b";"11107"
"4037";"SR 183.50";"6v";"RHR";"R2";"22";"Johann Alexandrin";;;"mh";;;"Abschiedsvermerk";"1576b";"11652"
"4038";"SR 183.50";"7r";"RHR";"R2";"23";"Wolfgang Greißstetter von Haßlach der Rechten Doctor";;;"mh";;;"Sterbevermerk";"1576b";"11656"
"4039";"SR 183.50";"7r";"RHR";"R2";"24";"Johann Tonner von Truppach der Rechten Doctor";;;"mh";;;;"1576b";"11644"
"4040";"SR 183.50";"7r";"RHR";"M2";"25";"Carll Rym zu Eeckhenbeckh Ritter";"1575-01-01";;"mh";;;"gestrichen";"1576a";"15763"
"4041";"SR 183.50";"7r";"RHR";"M2";"26";"Joachim von Sinzendorf zu Gogkhitsch und Feureckh";"1576-04-01";;"mh";;;;"1576a";"11701"
"4042";"SR 183.50";"7r";"RHR";"M2";"27";"Jullius Graf zu Salbm";"1576-05-01";;"mh";;;;"1576a";"10876"
"4043";"SR 183.50";"7v";"RHR";"R2";"28";"Georg Herr zu Losenstain auff Losenstainleuthen";"1577-11-13";;"mh";;;;;"12096"
"4044";"SR 183.50";"7v";"RHR";"M2";"29";"Johann Bapista Weber zu Pissenperg der Jünger";"1578-08-08";;"mh";;;;;"14028"
"4045";"SR 183.50";"7v";"RHR";"R2";"30";"Jacob Khurtz";"1579-02-01";;"mh";;;;;"11411"
"4046";"SR 183.50";"7v";"RHR";"R2";"31";"Elias Grimberger beeder Rechten Doctor";"1579-06-01";;"mh";;;;;"31180"
"4047";"SR 183.50";"8r";"HKaP";"R2";"1";"Christof von Althan Freyherr";;;"mh";;;;"1576b";"13259"
"4048";"SR 183.50";"8r";"HKaR";"R2";"1";"Georg Praun von Ottendorff Freiherr auf Wartenberg";;;"mh";;;"nachgetragen";"1576b";"31105"
"4049";"SR 183.50";"8r";"HKaR";"R2";"2";"Helffreich Guett";;;"mh";;;;"1576b";"31115"
"4050";"SR 183.50";"8r";"HKaR";"R2";"3";"Caspar von Münckhwiz";;;"mh";;;"Abschiedsvermerk";"1576b";"17569"
"4051";"SR 183.50";"8v";"HKaR";"M2";"4";"Georg Braun von Ottendorf Freyherr auf Warttenberg";"1574-07-01";;"mh";;;"gestrichen";"1576a";"31105"
"4052";"SR 183.50";"8v";"HKaR";"R2";"5";"Hannß von Sinzendorf";;;"mh";;;;"1576b";"11711"
"4053";"SR 183.50";"8v";"HKaR";"R2";"6";"Anßhellm von Velß";"1576-12-01";;"mh";;;"nachgetragen";;"13351"
"4054";"SR 183.50";"9r";"HKrR";"R2";"1";"Graf Niclas von Salbm";;;"mh";;;;"1576b";"10875"
"4055";"SR 183.50";"9r";"HKrR";"R2";"2";"Wilhelbm von Hofkhirchen Freyherr";;;"mh";;;;"1576b";"12650"
"4056";"SR 183.50";"9r";"HKrR";"R2";"3";"Friderich von Tscheratin";;;"mh";;;"Dienstvermerk ohne Besoldung";"1576b";"11298"
"4057";"SR 183.50";"9r";"HKrR";"R2";"4";"Otto Herr von Puechaim";;;"mh";;;"Sterbevermerk";"1576b";"11819"
"4058";"SR 183.50";"9v";"HKrR";"R2";"5";"Christof Herr von Khinigsperg";"1576-01-28";;"mh";;;"nachgetragen";;"13013"
"4059";"SR 183.50";"9v";"HKrR";"R2";"6";"Felician Freiyherr zu Herberstain";"1576-05-21";;"mh";;;"nachgetragen";;"10696"
"4060";"SR 183.50";"9v";"HKrR";"R2";"7";"Jobst Joseph Freyherr vom Turn";"1577-03-02";;"mh";;;"nachgetragen";;"12028"
"4061";"SR 183.50";"10r";"OTs";"M2";"1";"Gabriel Strein Herr zu Schwarzenaw";"1571-08-01";;"mh";;;"gestrichen";"1576a";"11352"
"4062";"SR 183.50";"10r";"Ms";"R2";"1";"Johann Alphonso Castaldo";;;"mh";;;;"1576b";"13768"
"4063";"SR 183.50";"10v";"Ms";"M2";"2";"Michael Wardey von Khißwarda";;;"mh";;;"gestrichen";"1576a";"18997"
"4064";"SR 183.50";"10v";"Ms";"M2";"3";"Bambfy Niclosch";;;"mh";;;"gestrichen";"1576a";"12957"
"4065";"SR 183.50";"10v";"Ms";"R2";"4";"Hannß Preynner Freyherr";;;"mh";;;;"1576b";"14451"
"4066";"SR 183.50";"10v";"Ms";"M2";"5";"Francißeus Dongines Herr von Coupigni";"1573-10-01";;"mh";;;"gestrichen";"1576a";"16194"
"4067";"SR 183.50";"11r";"Ms";"R2";"6";"Hannß Herr von Khunowiz auf Ungerisch Brodt";;;"mh";;;"Sterbevermerk";"1576b";"19499"
"4068";"SR 183.50";"11r";"Ms";"R2";"7";"Palvicino Sforza";"1576-12-01";;"mh";;;"nachgetragen und wieder gestrichen";;"12580"
"4069";"SR 183.50";"11r";"Ms";"R2";"8";"Graf Anthoni von Arch";"1576-12-01";;"mh";;;"nachgetragen";;"13305"
"4070";"SR 183.50";"11r";"Ms";"R2";"9";"Graf Niclaß von Ladron";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"13066"
"4071";"SR 183.50";"11r";"Ms";"R2";"10";"Graf Niclaß von Arch";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"13689"
"4072";"SR 183.50";"11r";"Ms";"R2";"11";"Graf Georg von Montfort";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"10810"
"4073";"SR 183.50";"11r";"Ms";"R2";"12";"Hanß Christoff von Braag";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"14689"
"4074";"SR 183.50";"11r";"Ms";"R2";"13";"Julius Caesar Consaga";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"13811"
"4075";"SR 183.50";"11r";"Ms";"R2";"14";"Christoff Schworoskhi";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"14494"
"4076";"SR 183.50";"11r";"Ms";"R2";"15";"Gwanno Volerga";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"13817"
"4077";"SR 183.50";"11r";"Ms";"R2";"16";"Conradt von Pemlberg";;;"mh";;;"nachgetragen";"1577";"14137"
"4078";"SR 183.50";"11r";"Ms";"R2";"17";"Graf Jörg von Montfort";"1576-12-01";;"mh";;;"nachgetragen";;"10810"
"4079";"SR 183.50";"11r";"Ms";"R2";"18";"Julius Caesar Gonzaga";"1576-12-01";;"mh";;;"nachgetragen";;"13811"
"4080";"SR 183.50";"11r";"Ms";"R2";"19";"Christoph Sborowsky";"1576-12-01";;"mh";;;"nachgetragen";;"14494"
"4081";"SR 183.50";"11r";"Ms";"R2";"20";"Peter Graf von Colalto";"1578-12-07";;"mh";;;"nachgetragen";;NULL
"4082";"SR 183.50";"11r";"Ms";"R2";"21";"Sigmundt Smirsitzky";"1578-12-01";;"mh";;;"nachgetragen";;"17706"
"4083";"SR 183.50";"11r";"Ms";"R2";"22";"Niclas Woltzky";"1579-02-23";;"mh";;;"nachgetragen";;"13636"
"4084";"SR 183.50";"11v";"Fs";"M2";"1";"Ulrich von Khundsperg";"1575-01-01";;"mh";;;"gestrichen";"1576a";"13015"
"4085";"SR 183.50";"11v";"Fs";"R2";"2";"Niclas Pückhler";;;"mh";;;"Sterbevermerk";"1576b";"17673"
"4086";"SR 183.50";"11v";"Fs";"R2";"3";"Hannß von Barralis Herr von Roschay";;;"mh";;;;"1576b";"11428"
"4087";"SR 183.50";"11v";"Fs";"R2";"3";"Don Joan de Castilla";"1576-12-01";;"mh";;;"nachgetragen";;"15016"
"4088";"SR 183.50";"11v";"Fs";"R2";"4";"Wenzl Plesskhi";"1576-12-01";;"mh";;;"nachgetragen";;"11847"
"4089";"SR 183.50";"11v";"Fs";"R2";"5";"Georg von Operstorff";"1576-12-01";;"mh";;;"nachgetragen";;"14512"
"4090";"SR 183.50";"11v";"Fs";"R2";"6";"Conrad von Pemblberg";;;"mh";;;"nachgetragen";"1576b";"14137"
"4091";"SR 183.50";"11v";"Fs";"R2";"7";"Georg Zettritz";"1577-03-25";;"mh";;;"nachgetragen";;"17051"
"4092";"SR 183.50";"11v";"Fs";"R2";"8";"Balthasar Bornamisa von Capolna";"1577-01-01";;"mh";;;"nachgetragen";;"12929"
"4093";"SR 183.50";"11v";"Fs";"R2";"9";"Julius Ascanius von Werdeman";"1577-01-01";;"mh";;;"nachgetragen";;"17334"
"4094";"SR 183.50";"11v";"Fs";"R2";"10";"Caspar Melchior Herr von Sherotin";"1577-11-10";;"mh";;;"nachgetragen";;"11275"
"4095";"SR 183.50";"11v";"Fs";"R2";"11";"Ludwig von Hoios Freiherr";"1579-02-01";;"mh";;;"nachgetragen";;"10577"
"4096";"SR 183.50";"11v";"Fs";"R2";"12";"Hans Graf von Hadekh";"1579-02-01";;"mh";;;"nachgetragen";;"19027"
"4097";"SR 183.50";"11v";"Fs";"R2";"13";"Bohuslaus Herr von Hassenstain";"1579-02-08";;"mh";;;"nachgetragen";;"11597"
"4098";"SR 183.50";"11v";"Fs";"R2";"14";"Wentzl Rydtschan von Mederitz";"1579-07-15";;"mh";;;"nachgetragen";;"11868"
"4099";"SR 183.50";"11v";"Fs";"R2";"15";"Wentzl Sastrisl";;;"mh";;;"nachgetragen";"1579";"12149"
"4100";"SR 183.50";"12r";"Pt";"M2";"1";"Elias Haidenreich";;;"mh";;;"gestrichen";"1576a";"17803"
"4101";"SR 183.50";"12r";"Pt";"R2";"2";"Christof Welzer";;;"mh";;;;"1576b";"13726"
"4102";"SR 183.50";"12r";"Pt";"R2";"3";"Hannß von Khretkhowiz";;;"mh";;;"gestrichen";"1576b";"14956"
"4103";"SR 183.50";"12r";"Pt";"M2";"4";"Paull Pragkh";"1576-05-01";;"mh";;;"gestrichen";"1576a";"17557"
"4104";"SR 183.50";"12r";"Pt";"R2";"5";"Andre Bregunts";"1576";;"mh";;;"nachgetragen";;"13812"
"4105";"SR 183.50";"12r";"Pt";"R2";"6";"Carl von Hoberkh";"1577-03-12";;"mh";;;"nachgetragen";;"14547"
"4106";"SR 183.50";"12r";"Pt";"R2";"7";"Stefanus Niari";"1577-01-01";;"mh";;;"nachgetragen";;"18904"
"4107";"SR 183.50";"12r";"Pt";"R2";"8";"Hans Larisch von Elgot";"1578-01-01";;"mh";;;"nachgetragen";;"14558"
"4108";"SR 183.50";"12v";"Ts";"R2";"1";"Bohußlaus Leßkhowiz";;;"mh";;;"gestrichen";"1576b";"11723"
"4109";"SR 183.50";"12v";"Ts";"R2";"2";"Jullius Aßcanius von Werdenman";;;"mh";;;"gestrichen";"1577";"17334"
"4110";"SR 183.50";"12v";"Ts";"R2";"3";"Steffan Niary";;;"mh";;;"gestrichen";"1576b";"18904"
"4111";"SR 183.50";"12v";"Ts";"M2";"4";"Semastian von Rödern Freyherrn";;;"mh";;;"gestrichen";"1576a";"17587"
"4112";"SR 183.50";"13r";"Ts";"R2";"5";"Mathes Teufel Freyherr zu Gunderßdorf";;;"mh";;;;"1576a";"19865"
"4113";"SR 183.50";"13r";"Ts";"M2";"6";"Hypolitus Tschirin";"1573-01-01";;"mh";;;"gestrichen";"1576a";NULL
"4114";"SR 183.50";"13r";"Ts";"R2";"7";"Carl von Hoberg";;;"mh";;;"gestrichen";"1576b";"14547"
"4115";"SR 183.50";"13r";"Ts";"R2";"8";"Georg Humoney";;;"mh";;;;"1576b";"11534"
"4116";"SR 183.50";"13r";"Ts";"R2";"9";"Wolfganng Khendy";;;"mh";;;;"1576b";"12934"
"4117";"SR 183.50";"13v";"Ts";"R2";"10";"Wenzl Rischan von Mederiz";;;"mh";;;"gestrichen";"1576b";"11868"
"4118";"SR 183.50";"13v";"Ts";"R2";"11";"Hanns Jacob Lebl";;;"mh";;;"gestrichen";"1576b";"11086"
"4119";"SR 183.50";"13v";"Ts";"M2";"12";"Phillipert von Bruxelles";"1575-01-01";;"mh";;;"gestrichen";"1576a";"15761"
"4120";"SR 183.50";"13v";"Ts";"M2";"13";"Hannß Ulrich Schoff Gotsch genandt";"1575-05-01";;"mh";;;"gestrichen";"1576a";"12778"
"4121";"SR 183.50";"13v";"Ts";"M2";"14";"Hannß Lessinzkhy Herr von der Lyssa und Gollochaw";"1575-06-01";;"mh";;;"gestrichen";"1576a";"17983"
"4122";"SR 183.50";"14r";"Ts";"R2";"15";"Christof von Tschetschaw Mettich genant";;;"mh";;;"gestrichen";"1576b";"14747"
"4123";"SR 183.50";"14r";"Ts";"R2";"16";"Hannß Larisch";;;"mh";;;"gestrichen";"1576b";"14558"
"4124";"SR 183.50";"14r";"Ts";"R2";"17";"Allesch Werckho";;;"mh";;;"gestrichen";"1576b";"11726"
"4125";"SR 183.50";"14r";"Ts";"R2";"18";"Georg Prosanzkhy von Wresowiz";;;"mh";;;;"1576b";"14646"
"4126";"SR 183.50";"14r";"Ts";"R2";"19";"Gothardt Schof Gotsch genandt";;;"mh";;;;"1576b";"12776"
"4127";"SR 183.50";"14v";"Ts";"R2";"20";"Wennzl Schäsßtrizl";;;"mh";;;;"1576b";"12149"
"4128";"SR 183.50";"14v";"Ts";"R2";"21";"Zdeßlaw Kapliz";;;"mh";;;;"1576b";"12368"
"4129";"SR 183.50";"14v";"Ts";"R2";"22";"Gaultier von Malstett";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"12381"
"4130";"SR 183.50";"14v";"Ts";"R2";"23";"Anthoni von Grach";;;"mh";;;"nachgetragen";"1576b";"12388"
"4131";"SR 183.50";"14v";"Ts";"R2";"24";"Anthoni von Baurgamgnek";;;"mh";;;"nachgetragen";"1576b";"14992"
"4132";"SR 183.50";"14v";"Ts";"R2";"25";"Hanß Burkhart von Zkhozowa";;;"mh";;;"nachgetragen";"1576b";"11564"
"4133";"SR 183.50";"14v";"Ts";"R2";"26";"Balthasar Bornamissa von Capolna";;;"mh";;;;"1576b";"12929"
"4134";"SR 183.50";"14v";"Ts";"R2";"27";"Rhueprecht Dangius Herr zu Philome";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"16199"
"4135";"SR 183.50";"14v";"Ts";"R2";"28";"Erasm Freiherr von Dietrichstain";"1576";;"mh";;;"nachgetragen";;"13691"
"4136";"SR 183.50";"14v";"Ts";"R2";"29";"Bohuslaw Joachim Herr von Hassenstain";"1576";;"mh";;;"nachgetragen";;"11597"
"4137";"SR 183.50";"14v";"Ts";"R2";"30";"Albrecht Sednizkhi";"1576";;"mh";;;;;"14663"
"4138";"SR 183.50";"14v";"Ts";"R2";"31";"Moriz von Sepotendorf";"1576";;"mh";;;;;"11699"
"4139";"SR 183.50";"14v";"Ts";"R2";"32";"Hanß Werkho";"1576";;"mh";;;;;"11727"
"4140";"SR 183.50";"14v";"Ts";"R2";"33";"N Graf Lando";;;"mh";;;"am Rande nachgetragen";"1579";"14895"
"4141";"SR 183.50";"15r";"Hs";"R2";"1";"Francise Antonianus";;;"mh";;;"nachgetragen";"1576b";"13771"
"4142";"SR 183.50";"15r";"Hs";"R2";"2";"Anthony Bouteylo";;;"mh";;;;"1576b";"16497"
"4143";"SR 183.50";"15v";"OSilK";"M2";"1";"Caspar Proßkhoßkhy Herr von Proßkhaw";;;"mh";;;"gestrichen";"1576a";"17847"
"4144";"SR 183.50";"15v";"USilK";"R2";"1";"Christoff von Tschechaw Mettich genandt";;;"mh";;;"nachgetragen";"1576b";"14747"
"4145";"SR 183.50";"17r";"H3";"R2";"1";"Octavio Landa";;;"mh";;;"Besoldung für 4 Pferde";"1576b";"13772"
"4146";"SR 183.50";"17r";"H3";"R2";"2";"Terentio Olzignano da Padova";;;"mh";;;"Besoldung für 3 Pferde";"1576b";"13774"
"4147";"SR 183.50";"17r";"H3";"R2";"3";"Edoardo de Provisionali";;;"mh";;;"Besoldung für 3 Pferde";"1576b";"13773"
"4148";"SR 183.50";"17r";"H3";"M2";"4";"Proßpero de Colana Colonelo";;;"mh";;;"Besoldung 500 Kronen";"1576a";"15615"
"4149";"SR 183.50";"17v";"H3";"R2";"5";"Francißco Quartier Milaneso";;;"mh";;;"Besoldung für 3 Pferde";"1576b";"13775"
"4150";"SR 183.50";"17v";"H3";"R2";"6";"Octavio Beta";"1576-12-01";;"mh";;;"Besoldung für 3 Pferde, nachgetragen";;"13776"
"4151";"SR 183.50";"17v";"H3";"M2";"7";"Carolus Clusius";"1573-10-01";;"mh";;;"Besoldung 500 Kronen, gestrichen";"1576a";"14988"
"4152";"SR 183.50";"18r";"H2";"R2";"1";"Jeronimus Cordereal";;;"mh";;;;"1576b";"13780"
"4153";"SR 183.50";"18r";"H2";"M2";"2";"Hannß Beß Freyherr zu Kezendorf";;;"mh";;;"gestrichen";"1576a";"14878"
"4154";"SR 183.50";"18r";"H2";"M2";"3";"Jonas von Offenburg";;;"mh";;;"gestrichen";"1576a";"31169"
"4155";"SR 183.50";"18r";"H2";"R2";"4";"Caroli Dety";;;"mh";;;;"1576b";"13779"
"4156";"SR 183.50";"18v";"H2";"M2";"5";"Michael Khremer";;;"mh";;;"gestrichen";"1576a";"31181"
"4157";"SR 183.50";"18v";"H2";"R2";"6";"Hannß Beß von Wierschloß";;;"mh";;;;"1576b";"14783"
"4158";"SR 183.50";"18v";"H2";"M2";"7";"Hannß von Rechenberg auf Wartenberg";;;"mh";;;"gestrichen";"1576a";"17896"
"4159";"SR 183.50";"18v";"H2";"R2";"8";"Johann Babtista Sibenpürger";;;"mh";;;;"1576b";"14470"
"4160";"SR 183.50";"19r";"H2";"R2";"9";"Tideman Khlainfeldt";;;"mh";;;;"1576b";"14463"
"4161";"SR 183.50";"19r";"H2";"M2";"10";"Ferdinandt Heman";"1573-01-01";;"mh";;;"gestrichen";"1576a";"31174"
"4162";"SR 183.50";"19r";"H2";"M2";"11";"Hieronimuß Tuonus";"1573-01-01";;"mh";;;"gestrichen";"1576a";NULL
"4163";"SR 183.50";"19r";"H2";"R2";"12";"Daniel Rechlinger";;;"mh";;;;"1576b";"14465"
"4164";"SR 183.50";"19v";"H2";"R2";"13";"Luiß Zanobis";;;"mh";;;;"1576b";"13778"
"4165";"SR 183.50";"19v";"H2";"M2";"14";"Ulrich Christof Zoppl vom Haus";"1574-06-01";;"mh";;;"gestrichen";"1576a";"19871"
