"Eintrag";"Quelle";"Seite";"Amt";"Hofherr";"Laufnr";"Name";"Dienstbeginn";"Abraitung";"Erstaufnahme";"Quellenkommentar";"Bearbeiterkommentar";"Anmerkung";"Sort";"F41"
"4166";"SR 183.50";"19v";"H2";"R2";"15";"Wolf Sinnich";;;"mh";;;;"1576b";"14464"
"4167";"SR 183.50";"19v";"H2";"R2";"16";"Steffan Boytschkhay";;;"mh";;;;"1576b";"12194"
"4168";"SR 183.50";"20r";"H2";"M2";"17";"Anthony Heyman von Gendt";"1575-01-01";;"mh";;;"gestrichen";"1576a";NULL
"4169";"SR 183.50";"20r";"H2";"M2";"18";"Albert Poplaußkhy";"1575-01-01";;"mh";;;"gestrichen";"1576a";NULL
"4170";"SR 183.50";"20r";"H2";"M2";"19";"Hannß Auer";"1575-01-01";;"mh";;;"gestrichen";"1576a";"19527"
"4171";"SR 183.50";"20r";"H2";"M2";"20";"Melchior von Redern Freyherr auf Fridlanndt";"1575-03-01";;"mh";;;"gestrichen";"1576a";"13018"
"4172";"SR 183.50";"20r";"H2";"R2";"21";"Wennzl von Rothkhirchen";;;"mh";;;;"1576b";"14469"
"4173";"SR 183.50";"20v";"H2";"M2";"22";"Wolf Saldorfer";"1576-04-01";;"mh";;;"gestrichen";"1576a";NULL
"4174";"SR 183.50";"20v";"H2";"R2";"23";"Ferdinandt Volkhra";;;"mh";;;;"1576b";"11642"
"4175";"SR 183.50";"20v";"H2";"M2";"24";"Peter Aboudeghersten der Rechten Doctor";"1576-03-01";;"mh";;;"gestrichen";"1576a";"31087"
"4176";"SR 183.50";"20v";"H2";"R2";"25";"Daniel Prinz";;;"mh";;;;"1576b";"11740"
"4177";"SR 183.50";"20v";"H2";"R2";"26";"Bernhart de Macuetes";;;"mh";;;"nachgetragen";"1576b";"11893"
"4178";"SR 183.50";"20v";"H2";"R2";"27";"Alonso de Valentia";;;"mh";;;"nachgetragen";"1576b";"13908"
"4179";"SR 183.50";"20v";"H2";"R2";"28";"Octavio Beta";;;"mh";;;"nachgetragen und wieder gestrichen";"1576";"13776"
"4180";"SR 183.50";"20v";"H2";"R2";"29";"Ladislav Koloswarius";;;"mh";;;"nachgetragen";"1576b";"12951"
"4181";"SR 183.50";"20v";"H2";"R2";"30";"Hanß Karlezkhi";;;"mh";;;"nachgetragen";"1576b";NULL
"4182";"SR 183.50";"20v";"H2";"R2";"31";"Hanß Pruckhner";;;"mh";;;"nachgetragen";"1576b";"11679"
"4183";"SR 183.50";"20v";"H2";"R2";"32";"Carl Zaruba";;;"mh";;;"nachgetragen";"1576b";"11854"
"4184";"SR 183.50";"20v";"H2";"R2";"33";"Andre Hirsch";;;"mh";;;"nachgetragen";"1576b";"34677"
"4185";"SR 183.50";"20v";"H2";"R2";"34";"Ludwig Schilling";;;"mh";;;"nachgetragen";"1576b";"19509"
"4186";"SR 183.50";"21r";"H1";"R2";"1";"Christof Grieser";;;"mh";;;;"1576b";"14834"
"4187";"SR 183.50";"21r";"H1";"R2";"2";"Fridrich von Roth";;;"mh";;;;"1576b";NULL
"4188";"SR 183.50";"21r";"H1";"R2";"3";"Brschiwickh Khleinofskhi";;;"mh";;;;"1576b";"14601"
"4189";"SR 183.50";"21r";"H1";"R2";"4";"Hannß Liennhardt Hofkhircher";;;"mh";;;;"1576b";"19656"
"4190";"SR 183.50";"21r";"H1";"R2";"5";"Steffan Ricamont";;;"mh";;;;"1576b";"15599"
"4191";"SR 183.50";"21v";"H1";"R2";"6";"Wolf Weysß";;;"mh";;;;"1576b";"14975"
"4192";"SR 183.50";"21v";"H1";"R2";"7";"Quidon von Lussoy";;;"mh";;;;"1576b";"14209"
"4193";"SR 183.50";"21v";"H1";"R2";"8";"Carl de Crues";"1576-12-01";;"mh";;;"nachgetragen";;"16140"
"4194";"SR 183.50";"22r";"H0";"M2";"1";"Carll Herzog zu Munsterberg";;;"mh";;;;"1576a";"11588"
"4195";"SR 183.50";"22r";"H0";"M2";"2";"Graf von Plaggey";;;"mh";;;;"1576a";"15791"
"4196";"SR 183.50";"22r";"H0";"M2";"3";"Zdenckho Leb von Rosenthall";;;"mh";;;;"1576a";"11253"
"4197";"SR 183.50";"22v";"H0";"M2";"4";"Wolf Herr von Stubenberg Erbtruchsäß in Steyr";;;"mh";;;;"1576a";"13211"
"4198";"SR 183.50";"22v";"H0";"M2";"5";"Hertwig Schutschizkhy";;;"mh";;;;"1576a";NULL
"4199";"SR 183.50";"22v";"H0";"M2";"6";"Georg von Freundsperg Freyherr von Mündlhaim";;;"mh";;;;"1576a";"15785"
"4200";"SR 183.50";"22v";"H0";"M2";"7";"Ulrich Streyn Herr zu Schwarzenaw";;;"mh";;;;"1576a";"17866"
"4201";"SR 183.50";"22v";"H0";"M2";"8";"Georg Valezkhy";;;"mh";;;;"1576a";"17804"
"4202";"SR 183.50";"23r";"H0";"M2";"9";"Georg von Rödern";;;"mh";;;;"1576a";"17312"
"4203";"SR 183.50";"23r";"H0";"M2";"10";"Hannß von Landaw Freyherr";;;"mh";;;"gestrichen";"1576a";"17871"
"4204";"SR 183.50";"23r";"H0";"M2";"11";"Hannß Ludwig Spett";;;"mh";;;;"1576a";"17943"
"4205";"SR 183.50";"23r";"H0";"M2";"12";"Zdenckho von der Leipp Erbmarschalch in Behaimb";;;"mh";;;;"1576a";"11674"
"4206";"SR 183.50";"23v";"H0";"M2";"13";"Sigmundt Graf zu Hardegkh";;;"mh";;;;"1576a";"19103"
"4207";"SR 183.50";"23v";"H0";"M2";"14";"Francißcus Rebey";;;"mh";;;;"1576a";"15703"
"4208";"SR 183.50";"23v";"H0";"M2";"15";"Leopoldt Freyherr zu Herberstain";;;"mh";;;;"1576a";"17549"
"4209";"SR 183.50";"23v";"H0";"M2";"16";"Caesar de Ebuly";;;"mh";;;;"1576a";"15697"
"4210";"SR 183.50";"23v";"H0";"M2";"17";"Alexander Kottkhowiz";;;"mh";;;;"1576a";"17273"
"4211";"SR 183.50";"24r";"H0";"M2";"18";"Hainrich Donath";;;"mh";;;;"1576a";"17585"
"4212";"SR 183.50";"24r";"H0";"M2";"19";"Steffan Humoney";;;"mh";;;;"1576a";"17145"
"4213";"SR 183.50";"24r";"H0";"M2";"20";"Wilhalbm Graf zu Schwarzenburg";;;"mh";;;;"1576a";"16699"
"4214";"SR 183.50";"24r";"H0";"M2";"21";"Wolf Graf zu Eberstain";;;"mh";;;;"1576a";"17715"
"4215";"SR 183.50";"24r";"H0";"M2";"22";"Ruedolph von Sales";;;"mh";;;;"1576a";"17102"
"4216";"SR 183.50";"24v";"H0";"M2";"23";"Franz Wilhalbm Malaßspina Margraf von Tresena";;;"mh";;;;"1576a";"13364"
"4217";"SR 183.50";"24v";"H0";"M2";"24";"Carll des Heilligen Römischen Reichs Erbtruchses Freyherr zu Waldtpurg";;;"mh";;;;"1576a";"18366"
"4218";"SR 183.50";"24v";"H0";"M2";"25";"Georg Seyfridt von Golonitsch";;;"mh";;;;"1576a";"12532"
"4219";"SR 183.50";"25r";"H0";"M2";"26";"Bernhardt Tursy";;;"mh";;;;"1576a";"17127"
"4220";"SR 183.50";"25r";"H0";"M2";"27";"Ferdinand Gonzaga";;;"mh";;;;"1576a";"10251"
"4221";"SR 183.50";"25r";"H0";"M2";"28";"Ludwig von Gauer Herr zu Amerey";;;"mh";;;;"1576a";"14207"
"4222";"SR 183.50";"25r";"H0";"M2";"29";"Peter Roschel";;;"mh";;;;"1576a";"16498"
"4223";"SR 183.50";"25r";"H0";"M2";"30";"Wolf Sigmundt von Auersperg";;;"mh";;;;"1576a";"12082"
"4224";"SR 183.50";"25r";"H0";"M2";"31";"Georg Freyherr von Eyzing und Schratenthal";;;"mh";;;;"1576a";"14965"
"4225";"SR 183.50";"25v";"H0";"M2";"33";"Ruedolph von Salis";;;"mh";;;"nachgetragen, bestallter Obrister mit Ratstitel ab 1. Januar 1576";"1576a";"17102"
"4226";"SR 183.50";"26r";"HVC";"M2";"1";"Johann Babtista Weber zum Bisenberg der Rechten Doctor";;;"mh";;;"gestrichen";"1576a";"14027"
"4228";"SR 183.50";"26v";"RHSek";"R2";"1";"Peter Obernburger";;;"mh";;;;"1576b";"11356"
"4229";"SR 183.50";"26v";"RHSek";"R2";"2";"Anndreas Erstenberger";;;"mh";;;;"1576b";"31090"
"4230";"SR 183.50";"26v";"RHSek";"R2";"3";"Wolf Unverzagt";;;"mh";;;;"1576b";"13663"
"4231";"SR 183.50";"27r";"HKrSek";"R2";"1";"Bernhardt Reysacher";;;"mh";;;;"1576b";"31128"
"4232";"SR 183.50";"27r";"HKrSek";"R2";"2";"Heinrich Nickhart";;;"mh";;;;"1576b";"31129"
"4233";"SR 183.50";"27v";"HCSekLA";"R2";"1";"Adam Altenstaig";;;"mh";;;;"1576b";"11546"
"4234";"SR 183.50";"28r";"HKaSek";"R2";"1";"Jacob Hueber";;;"mh";;;;"1576b";"11547"
"4235";"SR 183.50";"28r";"HKaSek";"R2";"2";"Niclaß Ettmanßdorf";;;"mh";;;;"1576b";"31110"
"4236";"SR 183.50";"28r";"HKaSek";"R2";"3";"Hannß Yglshofer";;;"mh";;;;"1576b";"31156"
"4237";"SR 183.50";"28r";"HKaSek";"R2";"4";"Georg Zyppringer";;;"mh";;;;"1576b";"14832"
"4238";"SR 183.50";"28r";"HKaSek";"R2";"5";"Preiß";"1576";;"mh";;;"nachgetragen";;"14833"
"4239";"SR 183.50";"34v";"HB";"M2";"1";"Frannz Tympel";"1574-03-01";;"mh";;;;"1576a";"31157"
"4240";"SR 183.50";"36v";"HCSekES";"M2";"1";"Hernando Mazuelo";;;"mh";;;"Besoldungserhöhung ab 1. November 1571";"1576a";"15069"
"4241";"SR 183.50";"36v";"R";"M2";"1";"Johann List Bischof zu Raab";;;"mh";;;"Vizekanzler für Ungarn";"1576a";"12690"
"4242";"SR 183.50";"36v";"HCSekHU";"M2";"1";"Niclaß Istwanti";;;"mh";;;;"1576a";"15870"
"4243";"SR 183.50";"37r";"R";"M2";"1";"Wradisßlaus Herr zu Bernstain";;;"mh";;;"Oberstkanzler von Böhmen";"1576a";"12313"
"4244";"SR 183.50";"37r";"R";"M2";"1";"Doctor Georg Mell";;;"mh";;;"deutscher Vizekanzler für Böhmen";"1576a";"11895"
"4245";"SR 183.50";"37v";"HCSekCZ";"M2";"1";"Niclas Walther";;;"mh";;;;"1576a";NULL
"4246";"SR 183.50";"37v";"HCSekBO";"M2";"2";"David Khober";;;"mh";;;;"1576a";NULL
"4247";"SR 183.50";"37v";"HCSekBG";"M2";"1";"Hieronimus de Cockh";;;"mh";;;;"1576a";"14183"
"4248";"SR 183.50";"38r";"HPostMX";"R2";"1";"Hannß Wolzogen";;;"mh";;;;"1576b";"31496"
"4249";"SR 183.50";"39v";"HarHM";"R2";"1";"Wolf Georg Gillus zu Sonberg";;;"mh";;;;"1576b";"14657"
"4250";"SR 183.50";"40r";"TraHM";"R2";"1";"Conradt des Heilligen Römischen Reichs Erbmarschalch zu Pappenhaimb";;;"mh";;;;"1576b";"13488"
"4251";"SR 183.50";"40v";"OKüM";"R2";"1";"Christof Zwigkhl zu Weir";;;"mh";;;;"1576b";"13444"
"4252";"SR 183.50";"40v";"So";"M2";"1";"Phillip Jacob Khlockher";;;"mh";;;"gestrichen";"1576a";NULL
"4253";"SR 183.50";"40v";"So";"R2";"2";"Bartlme Schellart";;;"mh";;;"nachgetragen und wieder gestrichen";"1576b";"11759"
"4254";"SR 183.50";"48v";"HZM";"R2";"1";"Petter Häckhl";;;"mh";;;;"1576b";"11614"
"4255";"SR 183.50";"48v";"HZKt";"R2";"1";"Lorenz Schütter";;;"mh";;;;"1576b";"31149"
"4256";"SR 183.50";"49r";"HKaD";"R2";"1";"Sewaldt von Plawen";;;"mh";;;;"1576b";"31692"
"4257";"SR 183.50";"49r";"HKaD";"R2";"2";"Samuel Gassoldt";;;"mh";;;;"1576b";"31113"
"4258";"SR 183.50";"49r";"HKaD";"M2";"3";"Wennzl Eckher";"1570-06-01";;"mh";;;;"1576a";NULL
"4259";"SR 183.50";"49r";"HKaD";"R2";"4";"Michael Lindauer";;;"mh";;;;"1576b";"11993"
"4260";"SR 183.50";"49v";"HKt";"R2";"1";"Caspar Khöferl";;;"mh";;;;"1576b";"31222"
"4261";"SR 183.50";"52v";"OFalkM";"R2";"1";"Hannß Hager";;;"mh";;;;"1576b";"14462"
"4262";"SR 183.50";"54r";"OJM";"R2";"1";"Wolf Sigmundt von Aursperg Freyherr";;;"mh";;;"nachgetragen";"1576b";"12082"
"4263";"SR 183.50";"55r";"VJ";"M2";"1";"Sigmundt Osenzkhy von Ostiz";"1573-11-07";;"mh";;;;"1576a";NULL
"4264";"SR 183.50";"56v";"HKrQM";"R2";"1";"Hannß Jacob Herbradt";;;"mh";;;;"1576b";"14461"
"4265";"SR 183.50";"69r";"K0";"M2";"1";"Leonhardt von Harrach der Elter Freyherr";;;"mh";;;"gestrichen";"1576a";"12864"
"4266";"SR 183.50";"69r";"K0";"M2";"2";"Wradißlaws Herr von Bernstain";;;"mh";;;;"1576a";"12313"
"4267";"SR 183.50";"69r";"K0";"M2";"3";"Ludwig Ungnad Freyherr";;;"mh";;;"gestrichen";"1576a";"13676"
"4268";"SR 183.50";"69v";"K0";"M2";"4";"Peter Herr von Rosenberg";;;"mh";;;"gestrichen";"1576a";"11260"
"4269";"SR 183.50";"70r";"OK";"M2";"1";"Adam von Dietrichstain Freiherr zu Hollenburg Finckhenstain und Talberg";"1573-11-01";;"mh";;;"gestrichen";"1576a";"10264"
"4270";"SR 183.50";"70r";"OK";"R2";"2";"Wolf Rumpff zum Wielroß";"1576-12-01";;"mh";;;"nachgetragen und wieder gestrichen";;"12575"
"4271";"SR 183.50";"70r";"K";"M2";"1";"Georg Prozkhowßkhy Herr zu Proßkhaw";;;"mh";;;"gestrichen";"1576a";"17845"
"4272";"SR 183.50";"70v";"K";"M2";"2";"Phillips von Thun";;;"mh";;;"gestrichen";"1576a";"12220"
"4273";"SR 183.50";"70v";"K";"M2";"3";"Leonhardt von Harrach der Müttler Freiherr";;;"mh";;;"gestrichen";"1576a";"12865"
"4274";"SR 183.50";"70v";"K";"M2";"4";"Don Juan de Manrique";;;"mh";;;"gestrichen";"1576a";"12309"
"4275";"SR 183.50";"70v";"K";"M2";"5";"Hanns Khevenhüller Freyherr";;;"mh";;;"gestrichen";"1576a";"10118"
"4276";"SR 183.50";"70v";"K";"M2";"6";"Hannß von Heyssenstain Freyherr";;;"mh";;;"gestrichen";"1576a";"11150"
"4277";"SR 183.50";"71r";"K";"M2";"7";"Paull Sixt Trautson Freyherr";;;"mh";;;"gestrichen";"1576a";"10150"
"4278";"SR 183.50";"71r";"K";"M2";"8";"Georg Schmizianskhy Herr von Martiniz";;;"mh";;;"gestrichen";"1576a";"14642"
"4279";"SR 183.50";"71r";"K";"M2";"9";"Friderich Preyner Freyherr";;;"mh";;;"gestrichen";"1576a";"14458"
"4280";"SR 183.50";"71r";"K";"M2";"10";"Hannß Freyherr zu Welsperg";;;"mh";;;"gestrichen";"1576a";"11203"
"4281";"SR 183.50";"71r";"K";"M2";"11";"Ferdinandt Graf zu Agrol";"1575-09-18";;"mh";;;"gestrichen";"1576a";"13310"
"4282";"SR 183.50";"71v";"K";"M2";"12";"Ernnst von Mollart Freiherr";"1576-07-01";;"mh";;;"gestrichen";"1576a";"12208"
"4283";"SR 183.50";"71v";"K";"R2";"13";"Christoff Popl Freiherr";;;"mh";;;"nachgetragen";"1576b";"10299"
"4284";"SR 183.50";"71v";"K";"R2";"14";"Octavio Spinolla";;;"mh";;;"nachgetragen";"1576b";"13829"
"4285";"SR 183.50";"71v";"K";"R2";"15";"Adam Herr von Neuhuß";;;"mh";;;"nachgetragen";"1576b";"14374"
"4286";"SR 183.50";"71v";"K";"R2";"16";"Jherauß Schmidsazkhi";;;"mh";;;"nachgetragen";"1576b";"11360"
"4287";"SR 183.50";"71v";"K";"R2";"17";"Don Ladon de Guevarra";;;"mh";;;"nachgetragen";"1576b";"12504"
"4288";"SR 183.50";"71v";"K";"R2";"18";"Don Alonso de Arcilla";;;"mh";;;"nachgetragen";"1576b";"12506"
"4289";"SR 183.50";"71v";"K";"R2";"19";"Georg Popl";;;"mh";;;"nachgetragen";"1576b";"11266"
"4290";"SR 183.50";"79v";"OStallM";"M2";"1";"Ruedolf Kuen von Belasy zu Liechtenberg unnd Gandegg Freyherr zum Neuen Lempach";;;"mh";;;"gestrichen";"1576a";"10087"
"4291";"SR 183.50";"79v";"OStallM";"R2";"2";"Claudius Graf zu Tribulz und Melz";;;"mh";;;;"1576b";"10098"
"4292";"SR 184.77";"27r";"Kd";"MS";"1";"Hieronymus Wullius";;;"mh";;;;;NULL
"4293";"SR 184.77";"27r";"Kd";"MS";"2";"Albrecht Reiß";;;"mh";;;;;NULL
"4294";"SR 184.77";"27r";"Kd";"MS";"3";"Eraßmus de Sayve";;;"mh";;;;;NULL
"4295";"SR 184.77";"27r";"Kd";"MS";"4";"Niclas Berchtoldt";;;"mh";;;;;NULL
"4296";"SR 184.77";"27r";"Kd";"MS";"5";"Philip Pröschl";;;"mh";;;;;NULL
"4297";"SR 184.77";"27r";"Kd";"MS";"6";"Caspar von der Hofen";;;"mh";;;;;NULL
"4298";"SR 184.77";"27r";"Kd";"MS";"7";"Peter Göbl";;;"mh";;;;;NULL
"4299";"SR 184.77";"27r";"Kd";"MS";"8";"Eberhardus Pilnhofer";;;"mh";;;;;NULL
"4300";"HSW 706";"2v";"GR";"F3";"0";"Maximilian von Trautmanstorff";;;"mh";;;;"1635";"10003"
"4301";"HSW 706";"2v";"GR";"F3";"1";"Antonius Bischoff zu Wienn";"1637-03-24";;"mh";;;;;"10022"
"4302";"HSW 706";"2v";"GR";"F3";"2";"Graff Wilhelmb Slawata";"1637-03-24";;"mh";;;;;"10023"
"4303";"HSW 706";"2v";"GR";"F3";"3";"Graff Franz Christoph Kevenhiller";"1637-03-24";;"mh";;;;;"10047"
"4304";"HSW 706";"3r";"GR";"F3";"4";"Seyfridt Chrißtoph Breiner";"1637-03-24";;"mh";;;;;"10009"
"4305";"HSW 706";"3r";"GR";"F3";"5";"Johann Baptista Graff von Verdenberg";"1637-03-24";;"mh";;;;;"10141"
"4306";"HSW 706";"3r";"GR";"F3";"6";"Ruedolph Freyherr von Tieffenbach";"1637-03-24";;"mh";;;;;"10046"
"4307";"HSW 706";"3r";"GR";"F3";"7";"Graff Hainrich Schlikh";"1637-04-08";;"mh";;;;;"10049"
"4308";"HSW 706";"3v";"GR";"F3";"8";"Don Balthasar de Marradas";"1637-04-13";;"mh";;;;;"10016"
"4309";"HSW 706";"3v";"GR";"F3";"9";"Julius Neidthardt Graff von Mörsperg";"1637-04-27";;"mh";;;;;"10039"
"4310";"HSW 706";"3v";"GR";"F3";"10";"Sigmundt Ludwig Graff von Dietrichstein";"1637-04-30";;"mh";;;;;"10005"
"4311";"HSW 706";"3v";"GR";"F3";"11";"Graff Adam von Wallenstain";"1637-05-28";;"mh";;;;;"10041"
"4312";"HSW 706";"4r";"GR";"F3";"12";"Graff Wolff von Manßfeldt";"1637-09-08";;"mh";;;;;"10026"
"4313";"HSW 706";"4r";"GR";"F3";"13";"Georg Adam Borzita Graff von Marteniz";"1638-05-00";;"mh";;;;;"10121"
"4314";"HSW 706";"4r";"GR";"F3";"14";"Maria Graff von Gallas";"1639-11-30";;"mh";;;;;"10043"
"4315";"HSW 706";"4r";"GR";"F3";"15";"Graff Ferdinandt Sigmundt Kurz";"1640-06-18";;"mh";;;;;"10011"
"4316";"HSW 706";"4v";"GR";"L1";"0";"Graff Ferdinandt Sigmundt Kurz";"1657-07-01";;"mh";;;;;"10011"
"4317";"HSW 706";"5r";"GR";"F3";"16";"Johan Matthias Prickhelmeyr";"1640-06-18";;"mh";;;"Hofkanzler";;"10796"
"4318";"HSW 706";"5r";"GR";"F3";"17";"Johan von der Reckh Freyherr";"1640-07-09";;"mh";;;;;"10044"
"4319";"HSW 706";"5v";"GR";"F3";"18";"Franciscus Octavius Piccolomini";"1640-12-23";;"mh";;;;;"10072"
"4320";"HSW 706";"5v";"GR";"F3";"19";"Veldtmarschall Graff von Hazfeldt";"1642-04-25";;"mh";;;;;"10302"
"4321";"HSW 706";"5v";"GR";"F3";"20";"Ulrich Franz von Kollowrath";"1644-08-06";;"mh";;;;;"10122"
"4322";"HSW 706";"6r";"GR";"F3";"21";"Johann Franz von Trautsohn Graff zu Falckhenstein";"1644-09-10";;"mh";;;;;"10048"
"4323";"HSW 706";"6r";"GR";"F3";"22";"Hanß Ludwig Graff von Kueffstain";"1645-01-10";;"mh";;;;;"10010"
"4324";"HSW 706";"6r";"GR";"F3";"23";"Graff von Puecheimb";"1645-02-23";;"mh";;;;;"10076"
"4325";"HSW 706";"6v";"GR";"F3";"24";"Jaroslaus Borzita Graff von Marteniz";"1645-02-24";;"mh";;;;;"10017"
"4326";"HSW 706";"6v";"GR";"F3";"25";"Johann Weickhardt Graff von Auersperg";"1646-06-21";;"mh";;;;;"10004"
"4327";"HSW 706";"6v";"GR";"F3";"26";"Ruedolph Graff von Colloredo";;;"mh";;;;"1646";"10106"
"4328";"HSW 706";"6v";"GR";"F3";"27";"Graff Paul Palffi";"1646-09-17";;"mh";;;;;"10034"
"4329";"HSW 706";"7r";"GR";"F3";"28";"Wenzl Fürst von Lobkowiz";"1647-01-22";;"mh";;;"Hofkriegsrat";;"10058"
"4330";"HSW 706";"7r";"GR";"F3";"29";"Maximilian Graff von Wallenstein";"1647-08-28";;"mh";;;;;"10031"
"4331";"HSW 706";"7v";"GR";"F3";"30";"Ernst Adalbert Cardinal und Graff von Harrach";"1648-06-07";;"mh";;;;;"10112"
"4332";"HSW 706";"8r";"GR";"F3";"31";"Ernst Graff von Öttingen";"1649-12-16";;"mh";;;;;"10019"
"4333";"HSW 706";"8r";"GR";"F3";"32";"Maximilian Fürst von Dietrichstein";"1651-02-20";;"mh";;;;;"10021"
"4334";"HSW 706";"8v";"GR";"F3";"33";"Graff Bernhardt Marteniz";"1652-11-24";;"mh";;;;;"10176"
"4335";"HSW 706";"8v";"GR";"F3";"34";"Isaac Volmar";"1652-12-23";;"mh";;;;;"31069"
"4336";"HSW 706";"9r";"GR";"F3";"35";"Graff von Losenstein Herr Georg Achaz";"1653-07-07";;"mh";;;;;"10093"
"4337";"HSW 706";"9r";"GR";"F3";"36";"David Ungnadt Graff von Weissenwolff";"1653-07-07";;"mh";;;;;"10165"
"4338";"HSW 706";"9r";"GR";"F3";"37";"Hanß Christoph Graff von Puechheimb";"1653-07-07";;"mh";;;"Hofkriegsratsvizepräsident";;"10077"
"4339";"HSW 706";"9v";"GR";"F3";"38";"Graff Adolph von Schwarzenberg";"1653-08-02";;"mh";;;;;"10045"
"4340";"HSW 706";"10v";"GR";"F3";"39";"Johann Graff von Rotthall";"1653-09-13";;"mh";;;;;"10124"
"4341";"HSW 706";"11r";"GR";"F3";"40";"Annibal Marches von Gonzaga";"1654-06-26";;"mh";;;;;"10078"
"4342";"HSW 706";"11r";"GR";"F3";"41";"Johann Herdtwig Graff von Nostiz";"1654-07-21";;"mh";;;;;"10095"
"4343";"HSW 706";"11v";"GR";"F3";"42";"Bischoff von Seggaw Marx Graff von Altringen";"1654-08-13";;"mh";;;;;"19508"
"4344";"HSW 706";"11v";"GR";"F3";"43";"Graff Wilhelmb Leopold Graff von Regenstain und Tattenbach";"1654-08-16";;"mh";;;;;"11168"
"4345";"HSW 706";"11v";"GR";"F3";"44";"Philipp Graff von Mannßfeldt";"1655-02-27";;"mh";;;"Titelführung seit 10. Dezember 1647";;"10146"
"4346";"HSW 706";"11v";"GR";"F3";"45";"Graff Marquardt Fugger";"1655-07-03";;"mh";;;;"1655a";"10504"
"4347";"HSW 706";"12r";"GR";"E3";"0";"Graff Marquardt Fugger";;;"mh";;;;"1655b";"10504"
"4348";"HSW 706";"12v";"GR";"F3";"46";"Johann Ferdinandt Graff von Portia";"1655-07-03";;"mh";;;;;"10083"
"4350";"HSW 706";"12v";"GR";"F3";"47";"Fridrich Graff von Cauriani";"1655-08-04";;"mh";;;;;"10169"
"4351";"HSW 706";"12v";"OHM";"E2";"0";"Fridrich Graff von Cauriani";;;"mh";;;;"1637";"10169"
"4352";"HSW 706";"13r";"GR";"F3";"48";"Walther Graff von Leßlie";"1655-12-10";;"mh";;;;;"10027"
"4353";"HSW 706";"13v";"GR";"F3";"49";"Heinrich Wilhelmb Graff und Herr von Stahrenberg";"1656-01-12";;"mh";;;;;"10091"
"4354";"HSW 706";"13v";"GR";"F3";"50";"Ernst Graff von Abensperg und Traun";"1656-01-14";;"mh";;;;;"11505"
"4355";"HSW 706";"13v";"GR";"F3";"51";"Fridrich Graff von Fürstenberg";"1656-01-17";;"mh";;;;;"10168"
"4356";"HSW 706";"14r";"GR";"F3";"52";"Graff Wolff Rudolph von Saurau";"1656-03-28";;"mh";;;"aus dem Innerösterreichischen Geheimen Rat übernommen";;"10910"
"4357";"HSW 706";"14r";"GR";"L1";"53";"Marteniz";"1657-06-27";;"mh";;;;;"10176"
"4358";"HSW 706";"14r";"GR";"L1";"54";"Weissenwolff";"1657-06-27";;"mh";;;;;"10165"
"4359";"HSW 706";"14r";"GR";"L1";"55";"Volmar";"1658-03-26";;"mh";;;;;"31069"
"4360";"HSW 706";"14v";"GR";"L1";"56";"Georg Ludwig Graff von Sünzendorff";"1659-06-25";;"mh";;;;;"10120"
"4361";"HSW 706";"14v";"GR";"L1";"57";"Hannß Joachim Graff von Sünzendorff";"1659-06-25";;"mh";;;;;"10147"
"4362";"HSW 706";"14v";"GR";"L1";"58";"Graff Wescheleni";"1659-11-28";;"mh";;;;;"10722"
"4363";"HSW 706";"14v";"GR";"L1";"59";"Graff Niclas von Zrini";"1659-11-15";;"mh";;;;;"10173"
"4364";"HSW 706";"14v";"GR";"L1";"60";"Graff Reymondt Montecucoli";"1660";;"mh";;;;;"10888"
"4365";"HSW 706";"14v";"GR";"L1";"61";"Johann Maximilian Graff von Lamberg";"1660-12-04";;"mh";;;;;"10084"
"4366";"HSW 706";"14v";"GR";"L1";"62";"Franciscus Graff von Nadasd";"1662";;"mh";;;;;"10199"
"4367";"HSW 706";"14v";"GR";"L1";"63";"Graff von Dietrichstein";"1662-03-07";;"mh";;;;;"10260"
"4368";"HSW 706";"15v";"OJM";"L1";"0";"Hannß Albrecht Herr von Zünßendorff";;"1666-02-08";"mh";;;;"1662";"10164"
"4369";"HSW 706";"15r";"GR";"L1";"65";"Herr von Walderndorff";"1662-03-08";;"mh";;;;;"16537"
"4370";"HSW 706";"15r";"HVC";"L1";"0";"Herr von Walderndorff";;;"mh";;;;"1660";"16537"
"4371";"HSW 706";"15r";"GR";"L1";"67";"Max Valentin Graff von Marteniz";"1665-06-26";;"mh";;;;;"10180"
"4372";"HSW 706";"15r";"GR";"L1";"68";"Humbert Johann Graff von Cernin";"1665-09-02";;"mh";;;;;"10555"
"4373";"HSW 706";"15r";"GR";"L1";"69";"Conradt Balthasar Graff von Stahrnberg";"1665-09-03";;"mh";;;;;"10356"
"4374";"HSW 706";"15v";"GR";"L1";"70";"Graff de Souches";"1665-09-07";;"mh";;;;;"16470"
"4375";"HSW 706";"15v";"GR";"L1";"71";"Hannß Albrecht Herr von Zünßendorff";"1666-02-08";;"mh";;;;;"10164"
"4376";"HSW 706";"15v";"GR";"L1";"72";"Carl Gottfrid Breiner Freyherr";"1666-03-22";;"mh";;;"aus dem Innerösterreichischen Geheimen Rat übernommen";;"10187"
"4377";"HSW 706";"17r";"GR";"L1";"73";"Ferdinandt Fürst von Dietrichstein";"1667-10-19";;"mh";;;;;"10085"
"4378";"HSW 706";"17v";"GR";"L1";"74";"Marradas";;;"mh";;;;"1667";"10491"
